Country or Area,City,Source Year,Value,ISO3166-1-Alpha-2,ISO3166-1-Alpha-3
Poland,Elblag,2023,109803,PL,POL
Mauritius,Vacoas - Phoenix,2025,109833,MU,MUS
Egypt,Matrouh,2007,109852,EG,EGY
Mongolia,Darkhan-Uul,2025,109890,MN,MNG
Japan,Kamagaya,2022,109932,JP,JPN
United States of America,Santa Maria (CA),2024,109987,US,USA
Malaysia,M.D. Machang,2022,110008,MY,MYS
Brazil,Tubarão,2024,110088,BR,BRA
United States of America,Concord (NC),2024,110119,US,USA
Iran (Islamic Republic of),Baneh,2017,110218,IR,IRN
Russian Federation,Novoshakhtinsk,2013,110243,RU,RUS
Paraguay,Fernando de la Mora,2024,110255,PY,PRY
Italy,Vicenza,2024,110283,IT,ITA
India,Firozpur,2017,110313,IN,IND
United Kingdom of Great Britain and Northern Ireland,Cheltenham/Charlton Kings,2006,110320,GB,GBR
United States of America,Sparks (NV),2024,110323,US,USA
United States of America,Tyler (TX),2024,110327,US,USA
India,Delhi Cantonment,2017,110351,IN,IND
United Kingdom of Great Britain and Northern Ireland,Torbay,2006,110366,GB,GBR
Kenya,Mavoko/AthiRiver,2016,110396,KE,KEN
Thailand,Trat,2013,110398,TH,THA
Japan,Hakusan,2022,110408,JP,JPN
Kenya,Kisii,2021,110426,KE,KEN
United States of America,Peoria (IL),2024,110460,US,USA
India,Ramgarh,2007,110496,IN,IND
Romania,Rimnicu Vilcea,2013,110527,RO,ROU
Brazil,Paulínia,2024,110537,BR,BRA
Iran (Islamic Republic of),Borazjan,2017,110567,IR,IRN
Gabon,Franceville,2016,110568,GA,GAB
Malaysia,M.D. Serian,2022,110577,MY,MYS
Brazil,Sorriso,2024,110635,BR,BRA
United States of America,Rio Rancho (NM),2024,110660,US,USA
United States of America,Temecula (CA),2024,110682,US,USA
United States of America,Gresham (OR),2024,110685,US,USA
Canada,Nanaimo,2025,110707,CA,CAN
United States of America,Miami Gardens (FL),2024,110717,US,USA
Iran (Islamic Republic of),Fasa,2017,110825,IR,IRN
Oman,Al Amrat,2022,110847,OM,OMN
United States of America,South Fulton (GA),2024,110920,US,USA
United States of America,New Braunfels (TX),2024,110958,US,USA
India,Azamgarh,2017,110983,IN,IND
Japan,Kasuga,2022,111023,JP,JPN
Jamaica,Montego Bay,2013,111037,JM,JAM
India,Nandurbar,2017,111037,IN,IND
United States of America,Pueblo (CO),2024,111077,US,USA
Russian Federation,Oktyabrsky,2013,111109,RU,RUS
India,Deesa,2017,111160,IN,IND
Mongolia,Orkhon,2025,111165,MN,MNG
United States of America,Everett (WA),2024,111180,US,USA
Germany,Jena,2024,111191,DE,DEU
Nigeria,Bida,2002,111245,NG,NGA
Brazil,São Lourenço da Mata,2024,111249,BR,BRA
India,Champdani,2017,111251,IN,IND
Japan,Omuta,2022,111281,JP,JPN
Japan,Otaru,2022,111299,JP,JPN
United States of America,Tuscaloosa (AL),2024,111338,US,USA
Canada,Chatham-Kent,2025,111368,CA,CAN
Republic of Korea,Yeongcheon,2002,111392,KR,KOR
Canada,Lethbridge,2025,111400,CA,CAN
Russian Federation,Shchelkovo,2013,111406,RU,RUS
Nigeria,Ikire,2002,111435,NG,NGA
India,Akbarpur,2017,111447,IN,IND
France,Montreuil,2025,111455,FR,FRA
United States of America,Allen (TX),2024,111620,US,USA
Japan,Kazo,2022,111623,JP,JPN
Colombia,Ocaña,2020,111643,CO,COL
Philippines,Laoag,2023,111651,PH,PHL
Brazil,Araxá,2024,111691,BR,BRA
Brazil,Nova Lima,2024,111697,BR,BRA
Germany,Recklinghausen,2024,111734,DE,DEU
Poland,Plock,2023,111762,PL,POL
Spain,Jaén,2024,111767,ES,ESP
Brazil,Marituba,2024,111785,BR,BRA
United States of America,Goodyear(AZ),2024,111805,US,USA
India,Osmanabad,2017,111825,IN,IND
Philippines,Baybay,2023,111848,PH,PHL
Japan,Fujimi,2022,111859,JP,JPN
United States of America,Murrieta (CA),2024,111878,US,USA
Ghana,Madina,2015,111926,GH,GHA
Japan,Ichinoseki,2022,111932,JP,JPN
India,Bagalkot,2017,111933,IN,IND
Brazil,Passos,2024,111939,BR,BRA
Venezuela (Bolivarian Republic of),Carora,2016,111963,VE,VEN
Spain,Cádiz,2024,112077,ES,ESP
United Kingdom of Great Britain and Northern Ireland,South Ayrshire,2006,112097,GB,GBR
United States of America,Lansing (MI),2024,112115,US,USA
Ecuador,La Libertad,2025,112154,EC,ECU
Mexico,Matehuala,2024,112182,MX,MEX
Pakistan,Chichawatni,2024,112191,PK,PAK
United States of America,Beaumont (TX),2024,112193,US,USA
Germany,Trier,2024,112195,DE,DEU
India,Gondal,2017,112197,IN,IND
Armenia,Gyumri (Leninakan),2024,112301,AM,ARM
India,Achalpur,2017,112311,IN,IND
Pakistan,Kambar,2024,112313,PK,PAK
Malaysia,M.D. Maran,2022,112330,MY,MYS
Brazil,Cubatão,2024,112476,BR,BRA
Brazil,Itanhaém,2024,112476,BR,BRA
Malaysia,M.D. Gua Musang,2022,112495,MY,MYS
Bosnia and Herzegovina,Prijedor,1994,112543,BA,BIH
United States of America,Springfield (IL),2024,112544,US,USA
United States of America,Greeley (CO),2024,112609,US,USA
Germany,Remscheid,2024,112613,DE,DEU
India,Bagaha,2017,112634,IN,IND
India,Anklesvar,2007,112643,IN,IND
Russian Federation,Kyzyl,2013,112659,RU,RUS
Germany,Bergisch Gladbach,2024,112712,DE,DEU
Japan,Higashiomi,2022,112819,JP,JPN
Mexico,Huamantla,2024,112854,MX,MEX
Brazil,Paulo Afonso,2024,112870,BR,BRA
Canada,Red Deer,2025,112917,CA,CAN
Japan,Oshu,2022,112937,JP,JPN
Philippines,Libmanan,2023,112994,PH,PHL
Philippines,Pikit,2013,113014,PH,PHL
Pakistan,Jauharabad,2024,113188,PK,PAK
Netherlands (Kingdom of the),Nissewaard,2024,113190,NL,NLD
United States of America,Elgin (IL),2024,113310,US,USA
Russian Federation,Murom,2013,113330,RU,RUS
Pakistan,Shahdadpur,2024,113342,PK,PAK
Brazil,Itabira,2024,113343,BR,BRA
United States of America,Provo (UT),2024,113343,US,USA
India,Bally (Census Town),2017,113377,IN,IND
Russian Federation,Vorkuta,2010,113396,RU,RUS
New Zealand,Lower Hutt,2025,113400,NZ,NZL
Philippines,Guiguinto,2022,113415,PH,PHL
United States of America,Menifee (CA),2024,113433,US,USA
India,Vejalpur,2007,113445,IN,IND
Colombia,Apartadó,2020,113469,CO,COL
United States of America,Carlsbad (CA),2024,113495,US,USA
United States of America,Spring Hill (FL),2023,113568,US,USA
Japan,Fujimino,2022,113597,JP,JPN
United States of America,Pompano Beach (FL),2024,113619,US,USA
Japan,Nagahama,2022,113636,JP,JPN
Japan,Hikone,2022,113647,JP,JPN
Brazil,Eunápolis,2024,113710,BR,BRA
Pakistan,Pattoki,2024,113735,PK,PAK
Malaysia,M.P. Port Dickson,2022,113738,MY,MYS
Iran (Islamic Republic of),Iranshahr,2017,113750,IR,IRN
Japan,Tokai,2022,113787,JP,JPN
Ukraine,Uzhhorod,2022,113889,UA,UKR
France,Saint-Denis,2025,113942,FR,FRA
Japan,Akishima,2022,113949,JP,JPN
Japan,Hofu,2022,113979,JP,JPN
Turkmenistan,Tashauz,1990,114000,TM,TKM
Egypt,Kafr-El-Dwar,2011,114030,EG,EGY
India,Alipurduar,2007,114035,IN,IND
India,Gonda,2017,114046,IN,IND
France,Rouen,2025,114083,FR,FRA
United States of America,Richmond (CA),2024,114106,US,USA
Uganda,Lugazi,2016,114163,UG,UGA
Japan,Hatsukaichi,2022,114173,JP,JPN
Netherlands (Kingdom of the),Alphen aan den,2024,114182,NL,NLD
Algeria,Touggourt,2003,114183,DZ,DZA
Bangladesh,Magura Pourasabha,2023,114249,BD,BGD
United States of America,Nampa (ID),2024,114268,US,USA
Brazil,Codó,2024,114275,BR,BRA
United States of America,Lehigh Acres (FL),2023,114287,US,USA
United States of America,Lowell (MA),2024,114296,US,USA
Russian Federation,Novy Urengoy,2013,114332,RU,RUS
India,Chandausi,2017,114383,IN,IND
Pakistan,Tando Muhammad Khan,2024,114406,PK,PAK
Brazil,Catalão,2024,114427,BR,BRA
Philippines,Plaridel,2023,114432,PH,PHL
Colombia,Turbo,2020,114434,CO,COL
United States of America,The Woodlands (TX),2023,114436,US,USA
Philippines,Iriga,2023,114457,PH,PHL
Mongolia,Ovorhangay,2025,114491,MN,MNG
Republic of South Sudan,Malakal,2014,114528,SS,SSD
Pakistan,Phool Nagar,2024,114530,PK,PAK
India,Giridih,2017,114533,IN,IND
Bhutan,THIMPHU,2021,114551,BT,BTN
Brazil,Simões Filho,2024,114559,BR,BRA
Poland,Dabrowa Górnicza,2023,114570,PL,POL
Sweden,Borås,2025,114592,SE,SWE
India,Ambur,2017,114608,IN,IND
United States of America,Brandon (FL),2023,114626,US,USA
Guatemala,Escuintla,2001,114626,GT,GTM
India,Gangawati,2017,114642,IN,IND
India,Basti,2017,114657,IN,IND
United Kingdom of Great Britain and Northern Ireland,St. Albans/Hatfield,2006,114710,GB,GBR
Germany,Gera,1999,114718,DE,DEU
Kenya,Mandera,2021,114718,KE,KEN
Belgium,Namur,2024,114733,BE,BEL
India,Dum Dum,2017,114786,IN,IND
Oman,Al Buraymi,2021,114807,OM,OMN
United States of America,Westminster (CO),2024,114875,US,USA
United States of America,Las Cruces (NM),2024,114892,US,USA
United States of America,West Jordan (UT),2024,114908,US,USA
Türkiye,Amasya (Merkez),2023,114921,TR,TUR
Japan,Kakegawa,2022,114954,JP,JPN
United States of America,Waterbury (CT),2024,114990,US,USA
Mexico,Acayucan,2024,115002,MX,MEX
Russian Federation,Bataisk,2013,115016,RU,RUS
Pakistan,Barri Kot,2024,115045,PK,PAK
El Salvador,San Martin,2021,115098,SV,SLV
Albania,Elbasan,2025,115101,AL,ALB
India,Birnagar,2007,115127,IN,IND
Switzerland,Winterthur,2022,115129,CH,CHE
Brazil,Igarassu,2024,115196,BR,BRA
Japan,Nasushiobara,2022,115210,JP,JPN
Germany,Koblenz,2024,115268,DE,DEU
Japan,Higashikurume,2022,115271,JP,JPN
Japan,Beppu,2022,115321,JP,JPN
United States of America,Evansville (IN),2024,115332,US,USA
Philippines,Los Baños,2023,115353,PH,PHL
Nepal,Nagarjun,2023,115437,NP,NPL
Togo,Sokode,2025,115442,TG,TGO
Germany,Bremerhaven,2024,115468,DE,DEU
United States of America,Manchester (NH),2024,115474,US,USA
Japan,Kitami,2022,115480,JP,JPN
Denmark,Esbjerg,2021,115529,DK,DNK
Saudi Arabia,Bishah,2023,115537,SA,SAU
Brazil,Ribeirão Pires,2024,115559,BR,BRA
Japan,Urasoe,2022,115690,JP,JPN
Pakistan,Taunsa,2024,115704,PK,PAK
Hungary,Nyiregyhaza,2024,115711,HU,HUN
United States of America,Odessa (TX),2024,115743,US,USA
Brazil,Várzea Paulista,2024,115771,BR,BRA
Brazil,Catanduva,2024,115791,BR,BRA
Colombia,Gudalajara de Buga,2020,115821,CO,COL
Brazil,São Gonçalo do Amarante,2024,115838,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Southport/Formby,2006,115882,GB,GBR
Japan,Niihama,2022,115938,JP,JPN
Romania,Tirgu-Mures,2023,116033,RO,ROU
Iran (Islamic Republic of),Andisheh,2017,116062,IR,IRN
Türkiye,Mus (Merkez),2023,116070,TR,TUR
India,Khargone,2017,116150,IN,IND
Nepal,Birtamod,2023,116192,NP,NPL
Japan,Sano,2022,116228,JP,JPN
Philippines,Himamaylan,2023,116240,PH,PHL
Mexico,Huauchinango,2024,116244,MX,MEX
Bangladesh,Pabna,2006,116305,BD,BGD
United States of America,League City (TX),2024,116320,US,USA
India,Tinsukia,2017,116322,IN,IND
Sri Lanka,Sri Jayawardanapura Kotte,2009,116366,LK,LKA
Paraguay,Ñemby,2024,116383,PY,PRY
India,Chittaurgarh,2017,116406,IN,IND
India,Barnala,2017,116449,IN,IND
Republic of Korea,Sangju,2002,116493,KR,KOR
India,Titagarh,2017,116541,IN,IND
India,Yavatmal,2017,116551,IN,IND
Germany,Erlangen,2024,116562,DE,DEU
Egypt,Met Ghamr,2011,116593,EG,EGY
Malaysia,M.D. Marang,2022,116606,MY,MYS
France,Orléans,2025,116617,FR,FRA
Italy,Siracusa,2024,116635,IT,ITA
Japan,Ikoma,2022,116675,JP,JPN
India,Navghar-Manikpur,2007,116723,IN,IND
Italy,Forli,2024,116726,IT,ITA
India,Muktsar,2017,116747,IN,IND
Philippines,Island Garden City of Samal,2023,116771,PH,PHL
Malaysia,M.P. Bentong,2022,116799,MY,MYS
India,Hosur,2017,116821,IN,IND
Japan,Konosu,2022,116828,JP,JPN
Brazil,Itaguaí,2024,116841,BR,BRA
India,Baripada Town,2017,116849,IN,IND
United States of America,Clearwater (FL),2024,116850,US,USA
Spain,Alcobendas,2023,116895,ES,ESP
United States of America,High Point City (NC),2024,116926,US,USA
Netherlands (Kingdom of the),Sittard-Geleen,2024,117006,NL,NLD
Brazil,Umuarama,2024,117095,BR,BRA
United States of America,Antioch (CA),2024,117096,US,USA
Canada,Thunder Bay,2025,117100,CA,CAN
Republic of Korea,Nonsan,2025,117101,KR,KOR
Philippines,Apalit,2023,117160,PH,PHL
India,Adilabad,2017,117167,IN,IND
Brazil,Uruguaiana,2024,117210,BR,BRA
India,Uppal Kalan,2007,117217,IN,IND
Russian Federation,Kamyshin,2013,117352,RU,RUS
Philippines,Midsayap,2023,117365,PH,PHL
Japan,Karatsu,2022,117373,JP,JPN
Japan,Aizuwakamatsu,2022,117376,JP,JPN
Zimbabwe,Kadoma,2023,117381,ZW,ZWE
United States of America,Richardson (TX),2024,117435,US,USA
Mongolia,Bayan-Olgii,2025,117445,MN,MNG
Burkina Faso,Banfora,2022,117452,BF,BFA
Pakistan,Badin,2024,117455,PK,PAK
India,Narasaraopet,2017,117489,IN,IND
Costa Rica,La Unión,2025,117505,CR,CRI
Germany,Reutlingen,2024,117547,DE,DEU
Mexico,Lagos de Moreno,2024,117558,MX,MEX
Poland,Gorzów Wielkopolski,2023,117561,PL,POL
Colombia,Duitama,2020,117606,CO,COL
India,Pudukkottai,2017,117630,IN,IND
Japan,Matsubara,2022,117641,JP,JPN
Saudi Arabia,Tarout,2023,117646,SA,SAU
Togo,Dapaong,2025,117675,TG,TGO
United Republic of Tanzania,Morogoro,1988,117760,TZ,TZA
Brazil,Araguari,2024,117808,BR,BRA
Japan,Handa,2022,117884,JP,JPN
Mexico,Sahuayo,2024,117902,MX,MEX
Brazil,Bagé,2024,117938,BR,BRA
Russian Federation,Nevinnomyssk,2013,117949,RU,RUS
India,Amreli,2017,117967,IN,IND
Pakistan,Bhalwal,2024,117982,PK,PAK
Chile,Buin,2024,117982,CL,CHL
India,Hoshangabad,2017,117988,IN,IND
India,Baran,2017,117992,IN,IND
Denmark,Vejle,2021,118028,DK,DNK
Brazil,Guaratinguetá,2024,118044,BR,BRA
Brazil,Jandira,2024,118045,BR,BRA
Philippines,Ligao,2023,118096,PH,PHL
Germany,Bottrop,2024,118113,DE,DEU
Australia,Ballarat,2025,118137,AU,AUS
India,Gudivada,2017,118167,IN,IND
Mauritania,Nouadhibou,2018,118167,MR,MRT
India,Mancherial,2007,118195,IN,IND
Philippines,Malita,2023,118197,PH,PHL
India,Roorkee,2017,118200,IN,IND
United States of America,Cambridge (MA),2024,118214,US,USA
Suriname,Wanica,2015,118222,SR,SUR
United Kingdom of Great Britain and Northern Ireland,High Wycombe,2006,118229,GB,GBR
Italy,Trento,2024,118277,IT,ITA
Venezuela (Bolivarian Republic of),Cagua,2016,118290,VE,VEN
India,Jetpur Navagadh,2017,118302,IN,IND
Saudi Arabia,Al-Qatif,2016,118327,SA,SAU
Chile,Huechuraba,2024,118327,CL,CHL
Republic of South Sudan,Wau,2014,118331,SS,SSD
Mexico,Ciudad Guzmán,2024,118388,MX,MEX
Japan,Nobeoka,2022,118394,JP,JPN
India,Chikmagalur,2017,118401,IN,IND
Colombia,Ciénaga (Magdalena),2020,118435,CO,COL
Brazil,Sarandi,2024,118455,BR,BRA
Philippines,Calumpit,2023,118471,PH,PHL
India,Jhunjhunun,2017,118473,IN,IND
Spain,Santa Coloma de Gramenet,2023,118489,ES,ESP
Dominican Republic,Puerto Plata,2012,118496,DO,DOM
India,Etah,2017,118517,IN,IND
Iran (Islamic Republic of),Bandar-e-Anzali,2017,118564,IR,IRN
Namibia,Rundu,2025,118632,,NAM
Oman,Sur,2021,118690,OM,OMN
India,Barshi,2017,118722,IN,IND
Brazil,Piraquara,2024,118730,BR,BRA
United States of America,East Los Angeles (CA),2023,118786,US,USA
India,Darjiling,2017,118805,IN,IND
Italy,Pescara,2024,118829,IT,ITA
Peru,Huaraz,2019,118836,PE,PER
India,Dohad,2017,118846,IN,IND
Netherlands (Kingdom of the),Dordrecht,2015,118899,NL,NLD
India,Virar,2007,118928,IN,IND
Germany,Göttingen,2024,118946,DE,DEU
United States of America,Berkeley (CA),2024,118962,US,USA
Brazil,Birigui,2024,118979,BR,BRA
India,Dabgram,2017,119040,IN,IND
India,Gangapur City,2017,119090,IN,IND
India,Madavaram,2017,119105,IN,IND
Brazil,Arapongas,2024,119138,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Thanet,2006,119144,GB,GBR
United States of America,Broken Arrow (OK),2024,119194,US,USA
France,Besançon,2025,119198,FR,FRA
Chile,La Granja,2024,119321,CL,CHL
Japan,Daito,2022,119367,JP,JPN
United States of America,Ann Arbor (MI),2024,119381,US,USA
Iran (Islamic Republic of),Izeh,2017,119399,IR,IRN
Nigeria,Ikot Ekpene,2002,119402,NG,NGA
Iran (Islamic Republic of),Mohammad Shahr,2017,119418,IR,IRN
Philippines,Candaba,2023,119497,PH,PHL
Iran (Islamic Republic of),Nazar Abad,2017,119512,IR,IRN
Pakistan,Sambrial,2024,119571,PK,PAK
Russian Federation,Derbent,2013,119647,RU,RUS
France,Perpignan,2025,119656,FR,FRA
United States of America,Hartford (CT),2024,119669,US,USA
Nigeria,Owerri,2002,119711,NG,NGA
Thailand,Yala,2013,119744,TH,THA
Nepal,Madhyapur Thimi,2023,119756,NP,NPL
Belgium,Brugge,2024,119761,BE,BEL
State of Palestine,Rafah,2013,119763,PS,PSE
France,Boulogne-Billancourt,2025,119808,FR,FRA
Italy,Bergamo,2024,119809,IT,ITA
Brazil,Almirante Tamandaré,2024,119825,BR,BRA
Kenya,Malindi,2021,119825,KE,KEN
Türkiye,Rize (Merkez),2023,119828,TR,TUR
Zimbabwe,Kwekwe,2023,119863,ZW,ZWE
Pakistan,Ghotki,2024,119879,PK,PAK
Colombia,Malambo,2020,119920,CO,COL
Oman,Al Mudaybi,2021,119986,OM,OMN
Brazil,Colatina,2024,120033,BR,BRA
India,Churu,2017,120157,IN,IND
Pakistan,Charsadda,2024,120170,PK,PAK
India,Satara,2017,120195,IN,IND
Nepal,Sundarharaicha,2023,120213,NP,NPL
United Kingdom of Great Britain and Northern Ireland,East Ayrshire,2006,120235,GB,GBR
Pakistan,Nowshera,2021,120275,PK,PAK
Colombia,Pitalito,2020,120287,CO,COL
Canada,Brantford,2025,120372,CA,CAN
Türkiye,Agri (Merkez),2023,120390,TR,TUR
India,Mandoli,2017,120417,IN,IND
Colombia,Sogamoso,2020,120462,CO,COL
Saudi Arabia,Dhahran,2016,120521,SA,SAU
Türkiye,Nevsehir (Merkez),2023,120599,TR,TUR
Colombia,Quibdo,2020,120679,CO,COL
Pakistan,Shahdad Kot,2024,120687,PK,PAK
Finland,Lahti,2024,120693,FI,FIN
Mexico,Comitán de Domínguez,2024,120744,MX,MEX
Russian Federation,Dimitrovgrad,2013,120750,RU,RUS
United States of America,Fairfield (CA),2024,120768,US,USA
Mali,Mopti,2015,120786,ML,MLI
State of Palestine,Jabalya,2013,120859,PS,PSE
United States of America,Billings (MT),2024,120864,US,USA
France,Metz,2025,120874,FR,FRA
United States of America,Independence (MO),2024,120922,US,USA
Japan,Kashihara,2022,120922,JP,JPN
India,Ghazipur,2017,121020,IN,IND
Philippines,Tabuk,2023,121033,PH,PHL
Pakistan,Lala Musa,2024,121036,PK,PAK
Japan,Ebetsu,2022,121056,JP,JPN
Nigeria,Nnewi,2002,121065,NG,NGA
India,Puruliya,2017,121067,IN,IND
India,Ambikapur,2017,121071,IN,IND
India,Sawai Madhopur,2017,121106,IN,IND
India,Baidyabati,2017,121110,IN,IND
Malaysia,M.D. Pekan,2022,121158,MY,MYS
India,Khurja,2017,121207,IN,IND
India,Bhadrak,2017,121338,IN,IND
Russian Federation,Orekhovo-Zuevo,2013,121341,RU,RUS
India,Sivakasi,2007,121358,IN,IND
Italy,Sassari,2024,121409,IT,ITA
United States of America,Arvada (CO),2024,121414,US,USA
Türkiye,Eregli Merkez (Zonguldak),2023,121439,TR,TUR
United States of America,Lafayette (LA),2024,121467,US,USA
United States of America,North Charleston (SC),2024,121469,US,USA
Brazil,Itatiba,2024,121590,BR,BRA
India,Ashoknagar Kalyangarh,2017,121592,IN,IND
India,Kashipur,2017,121623,IN,IND
India,Nagaon,2017,121628,IN,IND
Iran (Islamic Republic of),Dorud,2017,121638,IR,IRN
Indonesia,Magelang,2024,121675,ID,IDN
Sri Lanka,Negombo,2009,121701,LK,LKA
Russian Federation,Gubkin,2012,121852,RU,RUS
India,Gokal Pur,2017,121870,IN,IND
India,Dharmavaram,2017,121874,IN,IND
Belgium,Anderlecht,2024,121929,BE,BEL
Burkina Faso,Kaya,2022,121970,BF,BFA
Poland,Tychy,2023,122025,PL,POL
Russian Federation,Bor,2013,122201,RU,RUS
Italy,Monza,2022,122253,IT,ITA
United States of America,Lakeland (FL),2024,122264,US,USA
Bangladesh,Netrakona Pourasabha,2023,122299,BD,BGD
Ghana,Koforidua,2015,122300,GH,GHA
United States of America,Concord (CA),2024,122315,US,USA
Nepal,Bhimdutta,2023,122320,NP,NPL
Mexico,Túxpan de Rodríguez Cano,2024,122336,MX,MEX
Japan,Tsuruoka,2022,122347,JP,JPN
Yemen,Al-Mukalla,2002,122359,YE,YEM
Pakistan,Haveli Lakha Wasawewala,2024,122389,PK,PAK
United States of America,Rochester (MN),2024,122413,US,USA
Brazil,Barretos,2024,122485,BR,BRA
Bulgaria,Stara Zagora,2023,122536,BG,BGR
Iran (Islamic Republic of),Behbahan,2017,122604,IR,IRN
Malaysia,M.D. Tapah,2022,122655,MY,MYS
United States of America,Wilmington (NC),2024,122698,US,USA
Netherlands (Kingdom of the),Maastricht,2024,122734,NL,NLD
Philippines,Bayawan (Tulong),2023,122747,PH,PHL
Pakistan,Depalpur,2024,122759,PK,PAK
Japan,Ise,2022,122765,JP,JPN
Türkiye,Giresun (Merkez),2023,122787,TR,TUR
Bangladesh,Gazipur,2006,122801,BD,BGD
United States of America,Vallejo (CA),2024,122807,US,USA
India,Dimapur,2017,122834,IN,IND
Philippines,Gapan,2023,122968,PH,PHL
Italy,Giugliano in Campania,2022,123061,IT,ITA
Japan,Yatsushiro,2022,123067,JP,JPN
Brazil,Bragança,2024,123082,BR,BRA
Pakistan,Toba Tek Singh,2024,123102,PK,PAK
Nepal,Mahalaxmi,2023,123116,NP,NPL
Japan,Kirishima,2022,123135,JP,JPN
Brazil,Bento Gonçalves,2024,123151,BR,BRA
Russian Federation,Neftekamsk,2013,123202,RU,RUS
Türkiye,Karabük (Merkez),2023,123309,TR,TUR
Brazil,Itaituba,2024,123314,BR,BRA
United States of America,Thousand Oaks (CA),2024,123463,US,USA
Bangladesh,Sherpur Pourasabha,2023,123516,BD,BGD
Portugal,Setubal,2025,123548,PT,PRT
Republic of Korea,Tongyeong,2025,123556,KR,KOR
Philippines,Santa Cruz,2023,123574,PH,PHL
Thailand,Ranong,2013,123596,TH,THA
India,Kurichi,2017,123667,IN,IND
Kazakhstan,Rudni,2024,123716,KZ,KAZ
Thailand,Nakhon Phanom,2013,123720,TH,THA
Brazil,São Mateus,2024,123752,BR,BRA
Türkiye,Lüleburgaz Merkez (Kirklareli),2023,123889,TR,TUR
Brazil,Tatuí,2024,123942,BR,BRA
Spain,Algeciras,2024,123943,ES,ESP
Mexico,Navojoa,2024,123959,MX,MEX
Finland,Kuopio,2024,124021,FI,FIN
Bangladesh,Naogaon,2006,124046,BD,BGD
India,Vadakara,2007,124083,IN,IND
United States of America,West Palm Beach (FL),2024,124130,US,USA
Australia,Bendigo,2025,124174,AU,AUS
Philippines,Magalang,2023,124188,PH,PHL
Bangladesh,Narsingdi,2006,124204,BD,BGD
Russian Federation,Novocheboksarsk,2013,124288,RU,RUS
Nigeria,Ijebu-Ode,2002,124313,NG,NGA
Brazil,Ji-Paraná,2024,124333,BR,BRA
Oman,Barka,2022,124388,OM,OMN
Chile,Ovalle,2024,124401,CL,CHL
Tajikistan,Bohktar,2024,124497,TJ,TJK
India,Rishra,2017,124577,IN,IND
Burkina Faso,Ouahigouya,2022,124587,BF,BFA
Poland,Opole,2023,124600,PL,POL
Puerto Rico,Caguas,2025,124608,PR,PRI
Sierra Leone,Makeni,2018,124634,SL,SLE
Mozambique,Mocuba,2002,124650,MZ,MOZ
Brazil,Guarapari,2024,124656,BR,BRA
Bulgaria,Ruse,2023,124787,BG,BGR
United States of America,Allentown (PA),2024,124880,US,USA
India,Jagadhri,2017,124894,IN,IND
India,Halisahar,2017,124939,IN,IND
Venezuela (Bolivarian Republic of),El Silencio,2012,125014,VE,VEN
United States of America,Simi Valley (CA),2024,125113,US,USA
Côte d'Ivoire,Abengourou,2023,125143,CI,CIV
Canada,Delta,2025,125165,CA,CAN
United States of America,College Station (TX),2024,125192,US,USA
Russian Federation,Krasnogorsk,2013,125198,RU,RUS
India,Basirhat,2017,125254,IN,IND
Canada,Terrebonne,2025,125278,CA,CAN
Japan,Uruma,2022,125303,JP,JPN
Brazil,Barbacena,2024,125317,BR,BRA
Russian Federation,Pervouralsk,2013,125421,RU,RUS
Pakistan,Mailsi,2024,125431,PK,PAK
Canada,Saanich,2025,125436,CA,CAN
India,Jagdalpur,2017,125463,IN,IND
United States of America,Topeka (KS),2024,125475,US,USA
Russian Federation,Nefteyugansk,2013,125528,RU,RUS
India,Nabadwip,2017,125543,IN,IND
